Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Afghanistan,AFG,Access to electricity (% of population),EG.ELC.ACCS.ZS,1.613590956,4.074573994,9.409157753,14.73850632,20.06496811,25.39089394,30.71869087,89.5,71.5,97.69999695
Afghanistan,AFG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.038899898,0.037322959,0.049219876,0.05381762,0.043925733,0.063577848,0.069338674,0.149150528,0.176179957,0.153120981
Afghanistan,AFG,Forest area (% of land area),AG.LND.FRST.ZS,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994,1.852781994
Afghanistan,AFG,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,..,2110,2150,2040
Afghanistan,AFG,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,47.8,45.6,40.6,38,36.1,33.3,20.7,21.5,22.2
Afghanistan,AFG,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,68.7,62.42,75.75,77.83,75.77,84.68,78.42,101.67,95.99,102.34
Afghanistan,AFG,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Afghanistan,AFG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,7.534,7.446,7.339,7.22,7.069,6.905,6.722,5.56,5.405,5.262
Afghanistan,AFG,"School enrollment, primary (% net)",SE.PRM.NENR,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,46.0584,45.43273,46.6585
Afghanistan,AFG,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..,..,..,..,..,..,..,25.78,..,..
Afghanistan,AFG,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..,..,..,..,..,27.30923695,27.30923695,27.71084337,27.71084337,27.71084337
Afghanistan,AFG,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,28.17141501,28.19936611,30.23638459,32.27372204,34.32855936,36.40150061,38.47545989,58.65937353,61.33978081,64.0548831
Afghanistan,AFG,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,..,..,..,7.38,..,..
Afghanistan,AFG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,22.078,22.169,22.261,22.353,22.5,22.703,22.907,24.587,24.803,25.02
Afghanistan,AFG,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..,..,..,..,..,..,63.6,69.68829,..,72.12863
Afghanistan,AFG,Population density (people per sq. km of land area),EN.POP.DNST,29.96332889,30.18663968,32.19762354,34.71954679,36.11233921,37.42727412,39.00915935,50.16054153,51.75091455,53.10428376
Afghanistan,AFG,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,2.431257869,1.992065699,1.896233996,1.298012878,0.994575823,0.956772141
Afghanistan,AFG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.298,55.798,56.454,57.344,57.944,58.361,58.684,62.545,62.659,63.136
Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,99.94999695,99.98000336,99.88999939
Albania,ALB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.024947338,1.056868354,1.233001531,1.337603171,1.403827431,1.33933834,1.341532815,1.668475763,1.603809903,1.556656042
Albania,ALB,Forest area (% of land area),AG.LND.FRST.ZS,28.07664234,28.12324818,28.16985401,28.21645985,28.26306569,28.30967153,28.35627737,28.75051095,28.8024635,28.80218978
Albania,ALB,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,3980,4440,4780,5130,5560,5980,6760,11360,11800,12270
Albania,ALB,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,4.9,6.1,7.5,8.6,8.9,8.8,5,4.9,4.7
Albania,ALB,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,63.99,65.87,66.36,69.55,72.86,71.62,74.39,96.82,100.07,103.11
Albania,ALB,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.231,2.15,2.036,1.978,1.89,1.803,1.724,1.674,1.613,1.551
Albania,ALB,"School enrollment, primary (% net)",SE.PRM.NENR,95.38335,93.86551,..,91.69871,90.92345,..,..,93.78369,94.17835,94.05692
Albania,ALB,"School enrollment, secondary (% net)",SE.SEC.NENR,66.69051,68.41048,..,..,..,..,..,86.39145,87.38842,86.48091
Albania,ALB,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,44.3,..,49.28,27.17,27.28,27.3,27.31,43.98,47.04,49.73
Albania,ALB,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,5.161290323,5.714285714,5.714285714,5.714285714,6.428571429,7.142857143,7.142857143,20,20.71428571,22.85714286
Albania,ALB,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,86.75447063,86.90407032,87.45163517,87.98719397,88.51058296,89.02118831,89.51913233,93.02005646,93.39432534,93.75487823
Albania,ALB,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,3.94,..,..,9.31,..,15.07,13.5,12.92
Albania,ALB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,41.741,42.435,43.501,44.573,45.651,46.731,47.815,56.423,57.434,58.421
Albania,ALB,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,28.1,..,25.5,..,23,..,20.5,10.3,..,7.8
Albania,ALB,Population density (people per sq. km of land area),EN.POP.DNST,112.7382117,111.685146,111.3507299,110.9348905,110.4722263,109.9082847,109.2170438,105.4417518,105.135146,104.9671898
Albania,ALB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.246360242,1.309291375,1.320034494,1.336842924,1.381157942,1.350004971,1.567769089,1.346515991,1.162303864,1.103581009
Albania,ALB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.404,75.639,75.89,76.142,76.376,76.621,76.816,78.407,78.644,78.86
Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.97309875,98.96687317,98.95305634,98.93401337,98.91207886,98.88961029,98.86901093,99.08701324,99.18666077,99.35025024
Algeria,DZA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.601091334,2.520628756,2.605710423,2.751117478,2.752777237,2.857944775,2.985167076,3.811544367,3.951983699,3.840078748
Algeria,DZA,Forest area (% of land area),AG.LND.FRST.ZS,0.662960693,0.677193984,0.691427276,0.705660567,0.719893859,0.734127151,0.748360442,0.818057387,0.821247986,0.821247986
Algeria,DZA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,8090,8580,8990,9710,10200,10910,11400,12760,11760,11570
Algeria,DZA,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,8,7.3,7,7,6.7,6.4,2.9,2.8,2.8
Algeria,DZA,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,40.87,44.02,45.47,53.29,58.19,59.76,63.06,96.95,100.26,102.79
Algeria,DZA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Algeria,DZA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.566,2.507,2.456,2.481,2.512,2.555,2.604,3.004,3.041,3.051
Algeria,DZA,"School enrollment, primary (% net)",SE.PRM.NENR,89.39816,91.25702,92.17384,92.40589,92.86403,93.09766,93.20169,..,97.54838,97.5908
Algeria,DZA,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,6.65,..,..,..,..,..,..,15.58,16.3,16.94
Algeria,DZA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,3.421052632,3.421052632,6.16966581,6.16966581,6.16966581,6.16966581,6.16966581,31.6017316,31.6017316,31.6017316
Algeria,DZA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,89.84882827,90.11344378,90.37379792,90.62972314,90.88125597,91.12824941,91.37095552,93.19235149,93.40956153,93.62277749
Algeria,DZA,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,23.62,..,..,..,..,..
Algeria,DZA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,59.919,60.712,61.501,62.284,63.061,63.83,64.593,70.221,70.848,71.459
Algeria,DZA,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..,..,..,..,..,..,..,24.98121,..,21.07581
Algeria,DZA,Population density (people per sq. km of land area),EN.POP.DNST,12.92106653,13.10008019,13.27797996,13.45901862,13.64976278,13.83723244,14.0380898,16.27388716,16.60262556,16.93690834
Algeria,DZA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.433385635,3.820695463,3.700829359,3.251210893,3.283884523,2.83417835,2.643807548,5.548483336,6.270242856,6.384928983
Algeria,DZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.478,70.823,71.23,71.287,71.762,72.061,72.334,75.11,75.622,75.732
American Samoa,ASM,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Forest area (% of land area),AG.LND.FRST.ZS,88.65,88.5,88.35,88.2,88.05,87.9,87.75,86.55,86.4,86.25
American Samoa,ASM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"School enrollment, primary (% net)",SE.PRM.NENR,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.45908937,98.53642362,98.61375787,98.69109213,98.76842638,98.84576063,98.92309488,99.5417689,99.61910315,99.69643741
American Samoa,ASM,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,88.587,88.491,88.394,88.297,88.198,88.1,88,87.288,87.238,87.198
American Samoa,ASM,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Population density (people per sq. km of land area),EN.POP.DNST,291.15,291.62,290.885,289.705,288.13,286.27,284.185,261.085,256.84,252.24
American Samoa,ASM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,24.21274376,20,26.35211754,27.41277695,28.47055054,29.52778625,30.58689499,32,42,41.81312943
Angola,AGO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.988428615,0.941824399,0.89572822,0.92499358,0.929816407,0.81288537,0.821268761,1.09220849,1.12518892,1.020928119
Angola,AGO,Forest area (% of land area),AG.LND.FRST.ZS,62.33144301,61.88621882,61.44099463,60.99577043,60.55054624,60.10532205,59.66009786,56.09830111,55.65307612,55.20784471
Angola,AGO,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,2780,2890,3360,3450,3760,4290,4710,7630,6900,6660
Angola,AGO,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,67.5,63.2,58.7,55.1,52.2,49.3,13.7,14.5,15.4
Angola,AGO,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,33.6,38.65,43.79,47.23,50.99,55.6,56.56,97.41,100.32,102.27
Angola,AGO,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.1,1.2,1.4,1.4,1.5,1.6,1.7,1.9,1.9,1.8
Angola,AGO,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.639,6.601,6.567,6.533,6.499,6.461,6.419,5.864,5.774,5.686
Angola,AGO,"School enrollment, primary (% net)",SE.PRM.NENR,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,..,..,..,..,62.68,..,..,37.02,..,..
Angola,AGO,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,15.45454545,15.45454545,15.45454545,15.45454545,15,15,15,36.81818182,36.81818182,36.81818182
Angola,AGO,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,41.14430792,42.25467641,43.37679859,44.3638732,45.35133457,46.33601912,47.15022864,53.5415069,54.31692835,55.08427644
Angola,AGO,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,31.38,..,..,14.93,..,..
Angola,AGO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,50.087,51.274,52.461,53.645,54.827,56,56.764,62.731,63.446,64.149
Angola,AGO,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,19.7,..,19.7,..,19.66039,..,25.79191,50.31801,..,56.44953
Angola,AGO,Population density (people per sq. km of land area),EN.POP.DNST,13.14996551,13.58914494,14.05000321,14.53785353,15.05664955,15.60195636,16.17256758,21.76011631,22.56173979,23.38553461
Angola,AGO,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,6.392603154,4.524353815,2.869932445,3.761479074,3.471180187,3.692240947,3.761495305,4.698454516,3.105426293,2.733340655
Angola,AGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.024,46.59,47.386,49.617,50.592,51.57,52.369,60.04,60.655,61.092
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,95.78328705,95.51106262,96.22886658,96.44263458,96.65350342,96.86384583,97.07605743,100,99.6253891,99.84957886
Argentina,ARG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.567994021,3.34195444,3.100565215,3.334956191,3.65607194,3.736629843,3.923912269,4.209053305,4.301851207,4.201802105
Argentina,ARG,Forest area (% of land area),AG.LND.FRST.ZS,12.19648554,12.08087142,11.9652573,11.84964318,11.73402906,11.61841495,11.50280083,10.71381852,10.63218706,10.60039683
Argentina,ARG,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,11240,10840,9480,10530,10810,11980,14410,19280,19730,19860
Argentina,ARG,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,3,3.8,4.5,4,3.7,3.4,2.5,2.5,2.6
Argentina,ARG,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,69.09,69.3,68.92,71.55,73.11,83.13,82.09,95.09,103.96,100.95
Argentina,ARG,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4
Argentina,ARG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.591,2.531,2.493,2.451,2.43,2.426,2.4,2.312,2.301,2.241
Argentina,ARG,"School enrollment, primary (% net)",SE.PRM.NENR,98.92861,99.0026,98.95948,98.87379,98.57855,98.81425,98.85437,99.44461,99.49576,99.10172
Argentina,ARG,"School enrollment, secondary (% net)",SE.SEC.NENR,78.48781,78.94955,78.81052,78.51365,78.53653,77.93493,77.80917,87.6325,88.44048,89.88468
Argentina,ARG,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,44.11,43.2,45.6,48.97,50.31,49.48,50.1,47.71,..,..
Argentina,ARG,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,26.45914397,..,30.73929961,30.73929961,33.7254902,36.18677043,35.01945525,36.57587549,..,35.79766537
Argentina,ARG,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,96.29467974,96.53175832,96.76268593,96.98789954,97.20809699,97.42319597,97.63347995,98.90931952,98.96658815,99.0238575
Argentina,ARG,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,22.04,17.29,14.75,13.13,11.37,8.56,..,..
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,89.142,89.329,89.51,89.686,89.86,90.031,90.2,91.377,91.503,91.627
Argentina,ARG,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,20.29188,..,19.56624,..,18.84059,..,18.11494,..,..,..
Argentina,ARG,Population density (people per sq. km of land area),EN.POP.DNST,13.54584334,13.69555668,13.84337576,13.98702959,14.12976844,14.27655343,14.42503572,15.59164538,15.76063274,15.92813508
Argentina,ARG,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.148822677,1.184233542,1.091880479,1.060895057,0.883295359,0.847154784,0.788233877,0.878100919,0.850128583,0.813140078
Argentina,ARG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.926,74.186,74.408,74.08,74.855,75.139,75.433,76.755,76.76,76.308
Armenia,ARM,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.90000153,100,98,99.19013214,99.18923187,99.80000305,99.18823242,99.70999908,100,99.80000305
Armenia,ARM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.123867493,1.149647972,1.00440027,1.133360699,1.227695063,1.463912004,1.4833044,1.895893672,1.85625279,1.767966404
Armenia,ARM,Forest area (% of land area),AG.LND.FRST.ZS,11.68387777,11.67657183,11.66926589,11.66195996,11.65465402,11.64734809,11.64004215,11.58159466,11.57428872,11.56691254
Armenia,ARM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,2650,3000,3500,4090,4710,5560,6570,10570,10540,11220
Armenia,ARM,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,26.1,24.5,21.1,16,12.3,9.3,2.8,2.8,2.7
Armenia,ARM,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,46.3,48.43,49.72,53.7,62.67,72.74,75.6,97.4,106.65,95.95
Armenia,ARM,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..
Armenia,ARM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.603,1.544,1.525,1.534,1.541,1.54,1.349,1.703,1.602,1.626
Armenia,ARM,"School enrollment, primary (% net)",SE.PRM.NENR,..,..,84.48945,82.67607,..,81.05196,83.44942,93.76733,92.69541,92.23963
Armenia,ARM,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,86.5328,88.92706,..,..,..
Armenia,ARM,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,35.28,..,..,..,..,..,..,55.17,54.17,52.37
Armenia,ARM,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,3.053435115,3.053435115,3.053435115,4.580152672,5.34351145,5.34351145,5.34351145,10.6870229,10.6870229,10.6870229
Armenia,ARM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,95.22086305,95.49284638,95.78067376,96.07533883,96.3722248,96.67127128,96.97262891,99.44055835,99.5525667,99.56094081
Armenia,ARM,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,..,..,..,9.64,15.24,14.57
Armenia,ARM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,64.666,64.385,64.236,64.137,64.038,63.938,63.839,63.112,63.085,63.082
Armenia,ARM,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,12.79599,..,12.30696,..,11.81793,..,11.3289,9.37278,..,8.88375
Armenia,ARM,Population density (people per sq. km of land area),EN.POP.DNST,111.2933966,110.0503337,109.0634703,108.3281349,107.6833509,107.0335792,106.3043906,101.5079031,101.1097647,100.6615736
Armenia,ARM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.560024873,3.127249385,2.697714749,2.728372214,2.741996705,2.871931363,2.947613156,3.943378265,4.239225786,4.090349217
Armenia,ARM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.624,70.932,71.018,71.436,71.421,71.792,71.987,74.058,74.436,74.664
Azerbaijan,AZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.90822601,98.62180328,100,98.92746735,99.07479858,99.22159576,99.5,100,100,100
Azerbaijan,AZE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.440001988,3.25441365,3.203348038,3.469644527,3.408403058,3.580080674,3.593402125,3.381555622,3.292794814,3.303947647
Azerbaijan,AZE,Forest area (% of land area),AG.LND.FRST.ZS,11.95109255,12.00604692,12.05881164,12.10862895,12.16046303,12.21700097,12.27518908,12.92970858,13.03953401,13.15441152
Azerbaijan,AZE,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,3320,3680,4030,4480,4850,5970,8140,16940,14460,13510
Azerbaijan,AZE,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,17,13.4,10.4,7.4,4.8,2.8,2.5,2.5,2.5
Azerbaijan,AZE,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,53.46,59.73,63.55,66.79,67.09,74.92,76.52,94.84,101.27,103.88
Azerbaijan,AZE,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2
Azerbaijan,AZE,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2,1.8,1.8,1.9,2.0535,2,1.97,1.97,1.94,1.9
Azerbaijan,AZE,"School enrollment, primary (% net)",SE.PRM.NENR,88.23962,85.38303,84.82565,83.28454,84.21228,83.86862,83.15377,94.6666,94.14265,94.92858
Azerbaijan,AZE,"School enrollment, secondary (% net)",SE.SEC.NENR,..,..,..,..,..,..,..,..,..,..
Azerbaijan,AZE,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,72.7,70.7,68.8,67,65.4,64.1,62.54,62,62.4,62.8
Azerbaijan,AZE,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,..,10.48387097,10.48387097,10.48387097,10.48387097,13.04347826,11.29032258,15.57377049,16.93548387,16.8
Azerbaijan,AZE,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,73.58852302,74.79172646,76.00272351,77.22206132,78.44924315,79.68380637,80.9259308,91.15671941,92.42031398,93.18356464
Azerbaijan,AZE,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,..,..,..,9.24,9.41,9.35
Azerbaijan,AZE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,51.386,51.587,51.787,51.988,52.189,52.389,52.589,54.422,54.714,55.021
Azerbaijan,AZE,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,50.94,..,44.93667,..,38.93333,..,32.93,..,..,..
Azerbaijan,AZE,Population density (people per sq. km of land area),EN.POP.DNST,97.43477998,98.19379207,98.9124646,99.62372356,100.4753726,101.5225018,102.6725317,115.3488139,116.7310768,118.033289
Azerbaijan,AZE,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.267862063,2.312062608,2.24331377,2.426362555,2.629481138,2.299069675,3.417759333,4.555013124,5.464876793,3.688527303
Azerbaijan,AZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.891,65.51,66.239,66.756,67.346,67.562,68.165,71.116,71.451,72.004
Bangladesh,BGD,Access to electricity (% of population),EG.ELC.ACCS.ZS,32,35.03264618,37.8510704,40.66426086,40.59999847,44.22999954,50.52510071,62.40000153,74.90373993,75.91999817
Bangladesh,BGD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.167584507,0.195784197,0.204523152,0.209737198,0.219955044,0.232135397,0.251721898,0.409264352,0.457416207,0.465529312
Bangladesh,BGD,Forest area (% of land area),AG.LND.FRST.ZS,14.75246293,14.72789045,14.70331797,14.67874549,14.654173,14.62960052,14.60502804,14.47636475,14.46877161,14.46877161
Bangladesh,BGD,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,1620,1700,1780,1860,1990,2150,2360,4220,4450,4770
Bangladesh,BGD,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,..,15.9,15.1,14.9,14.4,14.2,13.8,14.1,14,13.3
Bangladesh,BGD,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,62.64,61.36,63.17,64.86,63.83,71.77,74.12,98.72,100.48,100.8
Bangladesh,BGD,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Bangladesh,BGD,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.218,3.146,3.084,3.002,2.914,2.808,2.712,2.152,2.114,2.097
Bangladesh,BGD,"School enrollment, primary (% net)",SE.PRM.NENR,..,..,..,..,..,93.68999,93.43051,..,..,..
Bangladesh,BGD,"School enrollment, secondary (% net)",SE.SEC.NENR,46.4506,47.72372,48.85865,48.62257,45.27481,43.94428,44.60284,..,59.13634,65.21977
Bangladesh,BGD,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,55.87,..,..,26.07,..,..,28.99,..,..,33.19
Bangladesh,BGD,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,9.090909091,..,2,2,2,14.7826087,15.07246377,19.82758621,20,20
Bangladesh,BGD,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,94.73628029,94.90442754,95.07781496,95.24974068,95.42010696,95.59186057,95.76021655,96.96925348,97.10160247,97.22961308
Bangladesh,BGD,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,..,..,3.09,..,..,3.23
Bangladesh,BGD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,23.59,24.096,24.756,25.429,26.114,26.809,27.517,33.535,34.308,35.083
Bangladesh,BGD,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,58.31077,..,57.66662,..,57.02246,..,56.3783,53.80168,..,53.15752
Bangladesh,BGD,Population density (people per sq. km of land area),EN.POP.DNST,992.4969425,1011.527111,1030.497242,1048.653346,1066.218983,1082.527387,1095.712,1198.135507,1212.491357,1227.50686
